ILMNID	CHR	MAPINFO	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C50	C51	C52	C53	C54	C55	C56	C57	C58	C59	C60	C61	C62	C63	C64	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64
cg03890988	chr1	854951	0.267752816	0.373244159	0.247182259	0.338318759	0.227763982	0.409008284	0.440163171	0.382857504	0.44691807	0.3868855	0.398648182	0.569243044	0.46140083	0.353880521	0.346264014	0.264688578	0.288552545	0.333847954	0.389245609	0.36680844	0.368928366	0.279113178	0.445598715	0.521155904	0.321932924	0.313945467	0.350978261	0.452804772	0.273539806	0.368524309	0.323286468	0.310517688	0.251042741	0.524760379	0.330700922	0.385484253	0.299677813	0.356926503	0.376573391	0.492217877	0.310388946	0.383129516	0.627435161	0.293261829	0.532257931	0.328974535	0.317376201	0.352568646	0.282165558	0.320295053	0.271572322	0.336940979	0.306895511	0.329550181	0.418715604	0.331526959	0.310010442	0.307085708	0.335197959	0.474806688	0.381772521	0.401984038	0.3445968	0.334099682	0.45924514	0.396014114	0.43392476	0.398021587	0.377543753	0.41242007	0.384452265	0.528226535	0.366807188	0.33710553	0.385536689	0.407966623	0.335372315	0.405080427	0.372197486	0.362505953	0.377693328	0.346388145	0.429085673	0.355730661	0.335917865	0.42574258	0.422181752	0.335774192	0.326211502	0.330564708	0.345960187	0.39284916	0.353427974	0.37607992	0.398235855	0.409544886	0.391492481	0.417707686	0.461234004	0.350377328	0.375839467	0.396190923	0.418485574	0.376529293	0.433377094	0.409230137	0.456698721	0.440885233	0.521093767	0.414717042	0.404941706	0.365978557	0.536512202	0.371673833	0.361625915	0.344399361	0.403683903	0.439204985	0.423621463	0.422838218	0.417476304	0.404901523	0.466656468	0.531192167	0.383951753	0.480763177	0.381357214	0.386855353
cg21786289	chr1	854966	0.284843804	0.455203514	0.316005816	0.49963727	0.247474866	0.571304345	0.566006692	0.346938052	0.617240793	0.573996939	0.601407595	0.705061374	0.579626011	0.50934743	0.493129035	0.374750655	0.350296192	0.419907622	0.59762021	0.563258076	0.539896327	0.45233029	0.540244449	0.81580742	0.464267249	0.416611024	0.530409369	0.624910619	0.274287008	0.410334853	0.412976514	0.389227299	0.312594859	0.503364713	0.432014291	0.629514655	0.448362392	0.472695318	0.566257881	0.470598004	0.33878683	0.469581203	0.886323613	0.466509746	0.576051443	0.450513567	0.41753536	0.439132199	0.208607694	0.450612473	0.428642998	0.446551455	0.420649161	0.396410702	0.60073078	0.417704416	0.502143256	0.400572076	0.412626451	0.4924501	0.36717594	0.433709079	0.43459893	0.40861789	0.753174931	0.636445044	0.640528332	0.576707582	0.554372741	0.552059429	0.527694274	0.618163409	0.507195853	0.502203484	0.552551353	0.643453754	0.586937486	0.507265376	0.599071902	0.543370198	0.544453033	0.540339134	0.565151709	0.526694523	0.449826136	0.571886325	0.702168923	0.551400297	0.536700103	0.545462755	0.493796889	0.635682682	0.537045894	0.586289168	0.620314789	0.603288824	0.61744261	0.614803341	0.658521272	0.499158443	0.520971424	0.532511361	0.520997778	0.575562669	0.551394338	0.51545027	0.4945689	0.4722005	0.575756785	0.648534184	0.552067236	0.45142101	0.643039043	0.561475175	0.522766804	0.430025867	0.547261765	0.607940864	0.556277719	0.572067368	0.635999146	0.609219323	0.553962046	0.628476708	0.582845202	0.607896317	0.537246343	0.51167116
cg13897241	chr1	855046	0.571745305	0.647146008	0.609718685	0.812131638	0.806340804	0.713896976	0.664966345	0.706499374	0.727108447	0.620023477	0.73789694	0.860403222	0.802258331	0.49520857	0.818770793	0.727353212	0.709950181	0.468865745	0.795634134	0.699432524	0.692861907	0.779679767	0.848358152	0.813362271	0.772743211	0.718556137	0.624310508	0.719197483	0.833985214	0.71102521	0.59918941	0.775720096	0.816661502	0.82304571	0.584807247	0.754482589	0.705601411	0.518468351	0.609327185	0.804493317	0.656799153	0.579761059	0.80922894	0.510749253	0.840482952	0.647978636	0.781611156	0.729526257	0.913610985	0.603262412	0.48100326	0.718402015	0.499073962	0.772053224	0.794012895	0.588466203	0.535018519	0.791220285	0.601280343	0.879944711	0.941525395	0.745245561	0.476505149	0.740649198	0.616102892	0.733440674	0.671938363	0.60788728	0.519731956	0.633266927	0.577166403	0.854759857	0.575253467	0.60006937	0.645747042	0.570250724	0.607858415	0.64839387	0.688195657	0.636672203	0.577772202	0.655305011	0.624274742	0.581730629	0.477664383	0.72853759	0.703966636	0.714996053	0.665064512	0.606906509	0.589977756	0.72043954	0.643420412	0.65120073	0.533279895	0.609383374	0.630200711	0.566384211	0.654702748	0.623256796	0.601555746	0.624990824	0.661798788	0.620316332	0.660559706	0.649503263	0.678884543	0.774434368	0.78829067	0.611228482	0.653203137	0.550619009	0.783197704	0.471037562	0.552153493	0.549790289	0.592759985	0.661823006	0.5812812	0.602723927	0.615578801	0.550689933	0.733672066	0.776523978	0.621264058	0.780171596	0.57768832	0.594845028
cg13176867	chr1	855425	0.339738905	0.459037634	0.205405607	0.595420932	0.453677298	0.548452502	0.532993918	0.633861281	0.753433875	0.658598848	0.551390839	0.848837947	0.758913705	0.535913662	0.49461531	0.382093149	0.358973222	0.38409662	0.725950416	0.501188763	0.630183162	0.346862423	0.764066356	0.758770518	0.4506399	0.512095709	0.539930972	0.611745196	0.30867215	0.619191298	0.439742297	0.56349064	0.297144142	0.362547516	0.403803239	0.64162051	0.470085656	0.423227143	0.522072932	0.406823385	0.494912484	0.455126456	0.797826773	0.337211131	0.834154543	0.501832423	0.396977869	0.435036265	0.474237861	0.529364748	0.536002592	0.471737016	0.427831715	0.378957697	0.559078545	0.383477169	0.429694429	0.452517855	0.43975559	0.84061434	0.810686369	0.733946393	0.375818484	0.486852104	0.591865183	0.540453283	0.50203005	0.497585805	0.433372032	0.527451074	0.440394475	0.843817316	0.458740267	0.485888508	0.522129639	0.511980349	0.532037625	0.578725283	0.554638022	0.517928837	0.459956658	0.531428191	0.521712032	0.479209791	0.406284786	0.599102813	0.662788934	0.510949015	0.508093724	0.503666016	0.494730622	0.550899265	0.443266848	0.560630764	0.48356652	0.545777937	0.547707088	0.49093071	0.573601511	0.531838865	0.488129859	0.494995574	0.533980621	0.4873138	0.523552019	0.484044993	0.743629013	0.784237178	0.799402586	0.503435164	0.505218738	0.448090204	0.796657679	0.432663621	0.433498293	0.403688234	0.492067808	0.561402545	0.515273617	0.434934637	0.494238813	0.492293819	0.804249316	0.785393326	0.498903906	0.792907631	0.443972913	0.46092681
cg15105996	chr1	855445	0.339807521	0.432888125	0.245557794	0.528605548	0.434528015	0.53968283	0.56626306	0.264789769	0.786741611	0.671005547	0.539846104	0.886726904	0.783720733	0.471474827	0.495291695	0.333465094	0.43556442	0.338179605	0.822004774	0.53414714	0.702993383	0.461889375	0.835702626	0.823327739	0.451145925	0.49723288	0.595092919	0.557394995	0.274428597	0.544862623	0.365357494	0.562945088	0.414365007	0.333870556	0.462286384	0.710623183	0.42254567	0.43089218	0.546328558	0.473162842	0.445191874	0.447494367	0.865547923	0.405953807	0.532141006	0.598185636	0.36948195	0.417081296	0.173325854	0.503524384	0.427845823	0.509468414	0.393348042	0.372254553	0.535644254	0.389782819	0.503212727	0.497394782	0.427282825	0.623608978	0.704177521	0.397721061	0.387240748	0.505655192	0.694394043	0.607699765	0.604320663	0.514576982	0.523600555	0.566687907	0.483334988	0.614398222	0.446315671	0.490484439	0.506207302	0.58055925	0.488511659	0.501080786	0.560858272	0.483442305	0.513510494	0.533851189	0.581552972	0.477022054	0.394809384	0.60762107	0.653088867	0.545407208	0.509679694	0.481942133	0.467073807	0.572811187	0.427392129	0.560111301	0.602160752	0.486909154	0.545445428	0.542157368	0.644902346	0.515663374	0.489069611	0.488031257	0.541042549	0.593160774	0.526356319	0.491367618	0.446633826	0.415153244	0.539897814	0.57579092	0.500299482	0.446300808	0.584168517	0.490899324	0.425639934	0.454807709	0.499558236	0.574153618	0.55147356	0.4880294	0.547677571	0.541496276	0.538897002	0.550450847	0.544555969	0.564950606	0.488920272	0.479544042
cg02565062	chr1	855544	0.159101065	0.234047696	0.186222417	0.459233951	0.608521382	0.461797019	0.389751105	0.293510343	0.377855547	0.298305658	0.389986703	0.461618005	0.484132334	0.325524505	0.285325107	0.373736088	0.203248109	0.267037986	0.374115019	0.359790831	0.349989804	0.234188815	0.259049812	0.473374165	0.307408632	0.238691578	0.327488179	0.460534707	0.166355077	0.230912417	0.279591129	0.336327028	0.163784614	0.242895755	0.290808934	0.41618006	0.307222299	0.246152605	0.387293787	0.33304775	0.216331338	0.335725348	0.298916454	0.231214941	0.526297323	0.247606642	0.27778119	0.296873508	0.213804473	0.322871734	0.399510633	0.282619115	0.272786571	0.285817811	0.445939913	0.254872646	0.29452043	0.167278441	0.251015921	0.37015939	0.45079138	0.292161292	0.26072567	0.30456273	0.421617786	0.34737472	0.346416349	0.299091232	0.273870757	0.407826248	0.305593187	0.443937099	0.298759231	0.288093783	0.345347528	0.334969179	0.344207324	0.35254245	0.342994311	0.281982444	0.322421763	0.329053195	0.369134181	0.311350147	0.257001755	0.391282944	0.411749001	0.350261184	0.297642065	0.30502279	0.297322147	0.341870622	0.256976912	0.30998108	0.317804093	0.363104412	0.349357976	0.350776109	0.378539318	0.344778916	0.33177302	0.33894145	0.373679074	0.335259766	0.351989687	0.354481589	0.403723452	0.343797831	0.470742226	0.338050488	0.35543249	0.303375475	0.427623505	0.277701527	0.30114129	0.280487446	0.34432403	0.394658651	0.354476764	0.339602193	0.321674016	0.36388964	0.382574407	0.419079314	0.321188562	0.397263191	0.307728107	0.33084545
cg09856436	chr1	855649	0.169332402	0.281600635	0.135274699	0.27072853	0.156823169	0.412208434	0.374214981	0.308870592	0.31140701	0.257278084	0.409964851	0.318990255	0.353975148	0.357132173	0.272246301	0.208199716	0.187032557	0.27798806	0.370260697	0.417480217	0.33375886	0.226079475	0.305286924	0.496165299	0.302620964	0.23362352	0.333966467	0.473725912	0.158392442	0.220645574	0.271433396	0.20028911	0.220796727	0.239774744	0.293876974	0.431443255	0.252995234	0.284096184	0.352343243	0.363367887	0.159068236	0.340218137	0.210257465	0.251244894	0.551533644	0.264338539	0.287172607	0.314603293	0.230073589	0.292125978	0.261224969	0.244665977	0.262515483	0.222655598	0.420519555	0.238437755	0.283357967	0.199626612	0.169147033	0.235810728	0.418606329	0.362682336	0.244806763	0.276587067	0.434881693	0.327852259	0.362900625	0.311358696	0.342398939	0.334324758	0.276272697	0.404929946	0.229577127	0.196785156	0.328506948	0.395490586	0.276255113	0.271228656	0.275962688	0.258632657	0.24977821	0.234086849	0.344145655	0.25979069	0.217619305	0.285905262	0.295752724	0.230040769	0.20924131	0.231701224	0.195941316	0.232136607	0.219866917	0.267366962	0.358225306	0.249130374	0.299715661	0.344207808	0.406495316	0.256071669	0.306870753	0.293842824	0.257136412	0.324162826	0.334226184	0.320667047	0.400674872	0.311226945	0.471630871	0.360302321	0.33026702	0.281628709	0.456982444	0.318542923	0.204830838	0.223333535	0.347645682	0.330271811	0.350203987	0.379826932	0.330502834	0.345033767	0.267729781	0.461281767	0.335702617	0.471465133	0.34268255	0.338287883
cg19159092	chr1	856059	0.07367578	0.13653392	0.096758898	0.192060443	0.124888072	0.281079903	0.277031464	0.22539349	0.134959823	0.160682958	0.188015518	0.204338411	0.187294912	0.209698026	0.185403739	0.111836591	0.118448932	0.147627648	0.203129036	0.195484986	0.165896653	0.107555737	0.138050051	0.187385932	0.143107855	0.120729243	0.191052313	0.216954103	0.087674352	0.101682384	0.128025196	0.116780248	0.283351957	0.123535532	0.128396699	0.201750034	0.168231942	0.206410135	0.175765096	0.208376539	0.107701577	0.201368162	0.100367388	0.138286186	0.479089134	0.165503671	0.134396531	0.229964981	0.235426109	0.183065462	0.155131135	0.174772953	0.203546617	0.161756376	0.269776356	0.185797777	0.170775605	0.139791913	0.167816158	0.219542183	0.44256267	0.339387217	0.187324265	0.169751579	0.334031731	0.166401231	0.225308697	0.201670696	0.21481117	0.226095929	0.200048423	0.278090271	0.137644388	0.124903791	0.123750638	0.227758992	0.134319359	0.128457041	0.141053071	0.123776422	0.189170991	0.140655938	0.229970241	0.106558976	0.110265082	0.148747716	0.134612132	0.13137305	0.117235431	0.130483803	0.097363688	0.114495925	0.09587359	0.112819535	0.179978921	0.125267392	0.147693305	0.170858533	0.232396981	0.138876319	0.231005945	0.150561077	0.137814071	0.208883816	0.180632763	0.167514865	0.392603125	0.223403524	0.484331267	0.223859555	0.197528688	0.132140225	0.509947622	0.145330149	0.117872088	0.128616503	0.214795016	0.201409298	0.224279309	0.271743068	0.176998327	0.201836858	0.400331004	0.47102369	0.215419836	0.430371621	0.176477103	0.247345659
cg16352085	chr1	859719	0.02189079	0.050676107	0.023036395	0.0384514	0.023658501	0.030391236	0.019718729	0.029589444	0.042236718	0.048330666	0.038783473	0.028226513	0.027133862	0.03496541	0.025427621	0.017570505	0.041655903	0.064426363	0.036370159	0.022599351	0.02456679	0.035623682	0.034652051	0.03090964	0.028752203	0.027676082	0.039041463	0.019853447	0.02952975	0.023244284	0.030784939	0.054846944	0.035392892	0.026626919	0.033573329	0.046686424	0.047804274	0.025404681	0.026859747	0.032101828	0.022142429	0.029721598	0.02909744	0.030806205	0.031137227	0.052300278	0.02143764	0.013520286	0.02805135	0.036447004	0.019678166	0.022378376	0.021980041	0.020659969	0.020567389	0.022382805	0.019473484	0.017920127	0.024468736	0.028617211	0.033485124	0.032718573	0.020615731	0.021477498	0.032618651	0.03514174	0.025408055	0.030761994	0.021690312	0.029173307	0.032698733	0.025651534	0.032197514	0.036331942	0.028680216	0.036365046	0.032798478	0.026344249	0.023220254	0.022053223	0.046154245	0.045545601	0.032480914	0.028895262	0.060326863	0.048153403	0.030426217	0.031397315	0.041149156	0.026301625	0.066413952	0.023180398	0.044074109	0.02857386	0.03881838	0.044235928	0.043269802	0.019848364	0.048731141	0.042287256	0.048071728	0.018805543	0.020505738	0.02339187	0.021026773	0.025086295	0.029952175	0.032909776	0.024240633	0.027322886	0.02185894	0.017972133	0.026764497	0.047225649	0.01854308	0.019860432	0.018455779	0.021940761	0.020174906	0.030359831	0.022029467	0.018622838	0.028056388	0.028045337	0.026010469	0.029280004	0.030916753	0.023848262
cg04839849	chr1	859844	0.031864492	0.039284086	0.044937494	0.024412522	0.029219614	0.035102285	0.026529566	0.027942644	0.028007993	0.029767568	0.022755414	0.024833513	0.018268681	0.027085858	0.036309031	0.018997072	0.027281169	0.033449327	0.033251367	0.025064878	0.020219798	0.033656667	0.02438282	0.038592091	0.028724822	0.036966976	0.03441154	0.031762696	0.027056725	0.022627242	0.021344913	0.028096421	0.031981651	0.029721099	0.039663872	0.031272536	0.022699466	0.021232608	0.042684515	0.046937203	0.029440797	0.042895843	0.03530764	0.025817247	0.033608688	0.031455316	0.018834803	0.017399139	0.031897097	0.047088333	0.024050007	0.027643393	0.021150775	0.024571966	0.028595243	0.030407395	0.029495517	0.023275875	0.020337364	0.026394053	0.02914347	0.029412684	0.02694306	0.034867743	0.041780838	0.017904832	0.017149065	0.028794599	0.019977197	0.039394333	0.034772539	0.036122061	0.031875603	0.029022465	0.017036608	0.022338238	0.02137919	0.029473972	0.031937003	0.028803109	0.048182496	0.036044355	0.041261341	0.020200968	0.034287847	0.044147059	0.023761586	0.023759572	0.026884139	0.022662525	0.031837251	0.018327546	0.017016505	0.022134066	0.022443922	0.031481331	0.018758847	0.037080086	0.036414073	0.027611999	0.034529267	0.027711148	0.03150462	0.022981182	0.027734251	0.024833475	0.03128499	0.034818123	0.044784391	0.022582952	0.018758557	0.030934055	0.029493647	0.037420547	0.031532034	0.034670051	0.027124888	0.024372958	0.02412835	0.066971446	0.029869337	0.033503904	0.04416457	0.036695565	0.033522462	0.036373763	0.046345851	0.032755433
cg25215298	chr1	860022	0.167625956	0.233943283	0.205252381	0.201663774	0.303156195	0.307291346	0.349230535	0.290226162	0.200946381	0.256424328	0.14104718	0.174127576	0.158335444	0.186202346	0.166012616	0.162888227	0.218710754	0.247079548	0.214374882	0.155378711	0.167901809	0.216610921	0.194259684	0.185443357	0.178731365	0.214118494	0.252941431	0.124845426	0.171742513	0.164159578	0.200947916	0.242356073	0.167830754	0.252094548	0.29402214	0.252317808	0.289635358	0.29897342	0.310914377	0.302106221	0.271881134	0.336907779	0.266248445	0.284772703	0.297308112	0.248111948	0.227462386	0.227765121	0.279108828	0.283468204	0.301946451	0.298065722	0.255796389	0.278661112	0.295558425	0.292981653	0.288102869	0.289112457	0.275776237	0.282865462	0.298296041	0.300540983	0.311869399	0.318318595	0.167892442	0.166495776	0.167335612	0.248123893	0.269850697	0.337288211	0.313001216	0.260977355	0.249995253	0.231588996	0.182148692	0.168656637	0.139747878	0.168810749	0.150556005	0.171776227	0.265020788	0.217225327	0.283823581	0.153310759	0.284130399	0.253005608	0.159154959	0.154574343	0.149159948	0.167833443	0.265194825	0.13420991	0.146233167	0.162350042	0.156371558	0.191338504	0.179161468	0.295082875	0.27753276	0.234183422	0.285893166	0.29639487	0.26378485	0.312361396	0.306657634	0.308485654	0.307892652	0.266825668	0.276149622	0.208738766	0.273297993	0.254830855	0.301515691	0.250472776	0.290411236	0.287211458	0.28109481	0.290101484	0.229812103	0.304780716	0.295939699	0.298920615	0.298429804	0.282335589	0.294713705	0.278966635	0.31689466	0.288812249
cg04672450	chr1	860185	0.032357136	0.053358921	0.035819812	0.052256389	0.053603427	0.079757483	0.078280635	0.14589024	0.048685006	0.038916418	0.051580958	0.041894075	0.044904591	0.051299297	0.049318485	0.020632425	0.043573326	0.028145949	0.05588655	0.043516541	0.048017467	0.056376065	0.136428516	0.052495089	0.043371892	0.048701605	0.05332907	0.040265201	0.038732884	0.041845972	0.044456646	0.04347547	0.052498224	0.041970303	0.041778165	0.038632195	0.029830581	0.042165269	0.062966847	0.057106108	0.049340738	0.069891275	0.057954887	0.061629494	0.190459634	0.036100415	0.055116548	0.037710465	0.134907839	0.067125564	0.055205721	0.073460741	0.056151215	0.048364743	0.065850402	0.058976717	0.048339762	0.057905814	0.068059316	0.124605573	0.143406364	0.158181786	0.08116224	0.066798979	0.049105655	0.040531736	0.045666528	0.049597197	0.058662952	0.067241953	0.062447243	0.147168315	0.048655717	0.035461703	0.038762128	0.036578551	0.027801688	0.033569409	0.037509223	0.046473711	0.047034129	0.039259924	0.048089481	0.04808315	0.032280586	0.060659528	0.046913025	0.042504727	0.044871851	0.043348845	0.037077267	0.044628731	0.053541584	0.043905691	0.046015807	0.053815083	0.034405579	0.064754429	0.040302498	0.063983981	0.049725009	0.060971556	0.050026617	0.065831436	0.072371099	0.06615402	0.167207865	0.146615935	0.143287865	0.043079344	0.062457198	0.061511442	0.14271848	0.049866454	0.045097162	0.043005712	0.050035818	0.052508718	0.052015503	0.053550901	0.062615806	0.048615359	0.135840106	0.177426473	0.056392561	0.152215666	0.082178338	0.074252953
cg27487046	chr1	860613	0.023579044	0.03028795	0.034727916	0.083303433	0.019983757	0.026681521	0.023743067	0.112337002	0.024827006	0.018663025	0.027162325	0.028046778	0.036302197	0.027984526	0.033825732	0.020099403	0.01715725	0.025585224	0.023683185	0.074403422	0.021343722	0.017407262	0.505812561	0.032685579	0.030841393	0.023644844	0.020063394	0.027555682	0.095561779	0.031013476	0.026772532	0.053866902	0.389550107	0.027602038	0.021121517	0.017462515	0.018031497	0.019411025	0.018994568	0.041324661	0.018741515	0.024809052	0.029358407	0.023748327	0.202196451	0.020187398	0.027513298	0.019914933	0.119989236	0.027903208	0.254197738	0.026562987	0.018085466	0.021460749	0.024155121	0.022535595	0.014384585	0.103830391	0.029673387	0.105893439	0.141897634	0.137761037	0.021610748	0.039560607	0.016010718	0.031367459	0.015247904	0.022592793	0.014222306	0.02567553	0.033110988	0.16376796	0.019949373	0.01740117	0.025269269	0.02102015	0.01684121	0.023518692	0.013048971	0.019358052	0.021114848	0.020279841	0.023232257	0.020353971	0.019932083	0.018470366	0.085034535	0.017005592	0.022888969	0.028288795	0.025720629	0.016586692	0.019815798	0.014182236	0.023578173	0.032599555	0.024215978	0.026576356	0.029798802	0.020673478	0.023736806	0.01714714	0.018496695	0.023518154	0.019586919	0.031157145	0.112428658	0.11054165	0.121334042	0.017597161	0.02196515	0.019062769	0.128354236	0.020917834	0.061456372	0.021409238	0.019773837	0.021583683	0.013967227	0.022052119	0.015253471	0.024267455	0.097945062	0.109968658	0.025220575	0.120488651	0.024837295	0.020717445
cg06091566	chr1	860621	0.022654247	0.041347464	0.022705354	0.049814994	0.041903035	0.058158119	0.027674945	0.015316785	0.027478059	0.047435803	0.023194666	0.028052533	0.023973026	0.024528725	0.029989881	0.015782516	0.019672721	0.039353131	0.026089668	0.026166704	0.022634845	0.027013716	0.589196467	0.030598906	0.02337708	0.02794093	0.038062107	0.025490212	0.049179197	0.023121426	0.021857175	0.068555498	0.474269954	0.040712406	0.048308781	0.04935647	0.062848612	0.034319383	0.057362366	0.038211045	0.038065602	0.031393985	0.040216435	0.031976861	0.016301593	0.032706158	0.032569753	0.029054746	0.014607167	0.045812734	0.08519543	0.048348126	0.033701951	0.044657274	0.045722804	0.045740265	0.025899276	0.064791819	0.028704919	0.013986041	0.013578741	0.019932586	0.045028285	0.041236582	0.020989236	0.022300632	0.02688702	0.03027163	0.049714989	0.033513949	0.055322634	0.016429351	0.047411514	0.023617577	0.022773267	0.025344771	0.017212902	0.021616007	0.019092365	0.024857889	0.057688183	0.018522827	0.047037044	0.021234279	0.045468154	0.032753249	0.106199139	0.021042974	0.013416882	0.023509522	0.039797579	0.015636695	0.017343044	0.023621275	0.022380193	0.025559688	0.023179734	0.030956199	0.05786196	0.028889973	0.039114759	0.022208389	0.032515616	0.044497853	0.044574171	0.059529732	0.012636852	0.014204946	0.014960746	0.022926937	0.045347301	0.026149454	0.015058023	0.044075993	0.057619405	0.045411833	0.048862575	0.049676072	0.022993961	0.046375238	0.029282098	0.034325363	0.013801674	0.016542246	0.031499363	0.013870504	0.051235851	0.079903036
cg03735847	chr1	860925	0.017351519	0.02380678	0.015334525	0.018252061	0.013417416	0.02028101	0.019329734	0.022260043	0.018892728	0.014809021	0.020330484	0.016657856	0.023238621	0.017916522	0.01873057	0.016045701	0.02273136	0.022574781	0.016985949	0.02229863	0.015503547	0.012269923	0.542749095	0.01864775	0.018687131	0.018070231	0.015348703	0.020016104	0.017000168	0.019332791	0.019527753	0.023113002	0.756128648	0.02955932	0.023166065	0.01772266	0.017579372	0.016755278	0.013397105	0.016619439	0.014610136	0.018461106	0.033980521	0.022418874	0.025467858	0.017165187	0.019904836	0.014625233	0.020047819	0.017376893	0.015203188	0.018346889	0.016847485	0.016421665	0.016890253	0.014648519	0.013992923	0.092590253	0.018573803	0.02248138	0.025966666	0.025439722	0.020784046	0.023812283	0.016811952	0.020147478	0.014517565	0.015836735	0.015732083	0.018981734	0.019703283	0.025828	0.015759979	0.014704852	0.019600915	0.019353086	0.015234522	0.0167895	0.014025635	0.014906494	0.014547586	0.016738555	0.01773949	0.01736288	0.017504025	0.015736413	0.082136226	0.016598251	0.016247716	0.014447001	0.018830301	0.016070178	0.01692763	0.014236875	0.018214712	0.017574546	0.016378225	0.016628341	0.016876862	0.016422465	0.016748522	0.014614697	0.015960445	0.015972538	0.015408547	0.018406371	0.022281141	0.024502906	0.023462416	0.014291887	0.013689227	0.014083343	0.024560136	0.013179638	0.01527553	0.016195991	0.013128705	0.015972723	0.014938105	0.015715313	0.015290104	0.01503635	0.024513535	0.022736907	0.021790144	0.020651457	0.019855884	0.016212999
cg03180780	chr1	860965	0.00925558	0.028617465	0.010712859	0.015223204	0.013603757	0.020622407	0.018830707	0.02226088	0.022343437	0.011083158	0.028255879	0.013673167	0.01057955	0.01261455	0.015570317	0.008272001	0.013572729	0.01690862	0.012603225	0.015154399	0.010912599	0.012263098	0.613293678	0.014407662	0.013019157	0.010925416	0.012439932	0.01167651	0.009799545	0.011419043	0.013782504	0.020354803	0.253735762	0.017473478	0.013543725	0.013525212	0.010569339	0.012165249	0.012009	0.01337555	0.013615095	0.018352878	0.027127467	0.012820655	0.022955217	0.020160826	0.014018395	0.011025938	0.020930676	0.017004093	0.013454867	0.015938943	0.011861372	0.013999081	0.016135612	0.014967163	0.012766625	0.060916633	0.013824363	0.021775015	0.020840613	0.019142354	0.020299606	0.017068071	0.010102005	0.011430481	0.009687604	0.011062311	0.011517492	0.019529932	0.018708837	0.018169355	0.012361799	0.013219909	0.011488757	0.012160191	0.009084978	0.012269265	0.009039729	0.013720645	0.011337462	0.011147705	0.010756029	0.012982445	0.023613081	0.010188939	0.106549457	0.010988138	0.010010325	0.009474133	0.023190074	0.012698013	0.010811801	0.010062736	0.011090355	0.012014842	0.011774537	0.010418605	0.013950952	0.011162217	0.014136182	0.012569459	0.013119974	0.013600692	0.011768636	0.018628367	0.016113279	0.02651025	0.019888123	0.011052287	0.012460238	0.013776771	0.019856952	0.008362663	0.012526273	0.015277066	0.012132776	0.011689687	0.011751244	0.01611142	0.011489631	0.013373809	0.01894538	0.016830035	0.014289179	0.0205942	0.018443087	0.015193433
cg09166659	chr1	861177	0.035265574	0.097778972	0.032155906	0.048548298	0.060669046	0.02591392	0.026151731	0.020930011	0.037639656	0.036371878	0.054622006	0.062159882	0.033542904	0.035695565	0.046724924	0.029767804	0.035206121	0.067613025	0.035602262	0.030876587	0.041583689	0.017690761	0.079103363	0.040293778	0.038005844	0.03369244	0.036408245	0.047758423	0.031168657	0.035828498	0.048711806	0.041776529	0.06296643	0.040954118	0.035834357	0.03369538	0.053295935	0.031785548	0.023882935	0.030417656	0.0223243	0.028394701	0.052312247	0.020991534	0.026079235	0.042726785	0.026613921	0.026236089	0.02168492	0.032151656	0.02354296	0.021927447	0.027063783	0.028274306	0.027818439	0.024561395	0.020756615	0.016196795	0.0219642	0.032152013	0.022311628	0.026237345	0.033109785	0.026534224	0.025949352	0.036577696	0.029192333	0.032819656	0.020960343	0.030064412	0.024107038	0.022236162	0.036270248	0.034676486	0.028499291	0.028079141	0.034566233	0.032578307	0.03213185	0.032208243	0.032075353	0.036806985	0.028965199	0.030258268	0.053958497	0.031532617	0.034164988	0.027453671	0.029580209	0.031553533	0.053588166	0.025201549	0.032503661	0.029022631	0.030247755	0.03717181	0.029585896	0.022081349	0.040126801	0.042513504	0.035646446	0.020437438	0.035268823	0.024832744	0.021589012	0.02692145	0.025118959	0.019244949	0.030492853	0.031578378	0.022215388	0.023119867	0.027303616	0.033760662	0.022694958	0.026149271	0.023755985	0.026625758	0.02015216	0.024720674	0.021772838	0.022112005	0.023526661	0.021566136	0.024540386	0.02096995	0.029620125	0.024482448
